TAZID,ALLEMP_Max,ALLEMP_Min,AVGINCOME_Max,AVGINCOME_Min,Enrol_Elem_Max,Enrol_Elem_Min,Enrol_High_Max,Enrol_High_Min,Enrol_Midl_Max,Enrol_Midl_Min,FM_AGRI_Max,FM_AGRI_Min,FM_CONS_Max,FM_CONS_Min,FM_MING_Max,FM_MING_Min,FOOD_Max,FOOD_Min,GVED_Max,GVED_Min,HBJ_Max,HBJ_Min,HHPOP_Max,HHPOP_Min,HHSIZE_Max,HHSIZE_Min,HLTH_Max,HLTH_Min,INDEMP_Max,INDEMP_Min,MANU_Max,MANU_Min,OFFI_Max,OFFI_Min,OTHEMP_Max,OTHEMP_Min,OTHR_Max,OTHR_Min,RETEMP_Max,RETEMP_Min,RETL_Max,RETL_Min,TOTEMP_Max,TOTEMP_Min,TOTEMP_Range,TOTHH_Max,TOTHH_Min,TOTHH_Range,WSLE_Max,WSLE_Min,CO_TAZID,CO_FIPS,CO_NAME
1083,4645.58474,3246.836015,50921,50921,0,0,0,0,0,0,0,0,261.5855083,189.8366289,0,0,531,350,11,8,4.999232136,1.999385803,172.8582126,93.33254698,2.619063827,2.828258999,225,117,1,0,1,0,2792,1854,3780,2660,752,681,598,395,67,45,4379,3055,1324,66,33,33,0,0,350178,35,SALT LAKE
1031,1433.649769,21.45347439,42543,42543,0,0,0,0,0,0,0,0,80.6589816,12.45130158,0,0,81,0,1,0,29.99078705,9.002172816,1039.565105,306.1639144,2.523216274,2.489137516,15,0,1,0,1,0,756,0,1213,0,441,0,109,0,28,0,1323,0,1323,412,123,289,0,0,350126,35,SALT LAKE
1632,3731.064747,2355.269681,59361,59361,0,0,0,0,0,0,0,0,235.0430617,192.2893353,0,0,22,16,279,260,76.02168521,63.98034571,2472.901095,2113.907171,2.357389032,2.391297705,594,189,32,8,19,8,1551,933,3250,2035,826,653,138,56,116,40,3420,2099,1321,1049,884,165,13,0,350727,35,SALT LAKE
675,2041.962543,644.8064466,80015,80015,1800,1800,0,0,0,0,0.995588235,0,173.9541071,100.7647849,0,0,77,1,193,118,54.01284797,50.04166171,3590.521984,3321.696448,2.824958288,2.841485413,833,76,55,30,5,1,154,39,1522,411,342,178,236,53,159,52,1813,494,1319,1271,1169,102,50,29,110094,11,DAVIS
2349,1727.723556,351.467825,81720,81720,0,0,0,0,0,0,3.019474498,3.001843884,83.70358486,24.46598112,0,0,65,1,572,149,1.000496689,0,38.84222336,0,2.987863335,0,550,128,47,1,10,1,252,19,1521,321,147,25,72,2,7,1,1640,324,1316,13,0,13,37,0,490133,49,UTAH
681,1959.012047,579.8318826,122221,122221,922,922,0,0,0,0,1.000739098,0,149.8335528,85.6418667,3.168,3.168,248,63,260,54,41.00975494,37.02201595,2794.352163,2574.560202,2.895701723,2.983267905,127,7,149,27,84,7,175,13,1037,253,475,179,578,174,330,111,1764,454,1310,965,863,102,65,20,110100,11,DAVIS
1079,4850.078505,3459.085583,50921,50921,0,0,0,0,0,0,0,0,297.0798876,205.0877324,0,0,1158,695,360,262,8.998617845,6.997850311,222.0120142,150.0407033,1.881457748,1.63087721,197,49,0,0,0,0,2176,1682,3263,2433,530,440,1281,814,123,119,4544,3247,1297,118,92,26,0,0,350174,35,SALT LAKE
3077,1952.904267,628.5262556,55124,55124,0,0,0,0,0,0,1.006491499,1.000614628,87.87467333,61.51446682,0,0,9,0,147,54,31.02310176,30.01117411,1527.891203,1458.357197,3.031530164,2.946176156,3,0,453,216,376,189,481,150,915,287,284,83,465,33,456,33,1833,536,1297,504,495,9,77,27,490861,49,UTAH
387,1715.81566,362.3108679,49643,49643,0,0,0,0,0,0,0,0,93.80641151,45.29114561,0,0,11,2,191,11,23.00924809,14.01972228,1497.481842,958.9925901,2.318083346,2.362050715,15,11,928,200,819,162,57,13,654,98,391,63,17,5,6,3,1599,303,1296,646,406,240,109,38,570234,57,WEBER
3377,1459.83726,79.88927007,79681,79681,0,0,0,0,0,0,2.012982998,2.001229256,112.8168273,29.88245376,0,0,43,2,191,9,18.00744971,15.00558705,850.5414334,706.6999293,2.825719048,2.908230162,71,3,100,1,61,1,331,2,749,24,156,10,478,8,435,6,1327,33,1294,301,243,58,39,0,491161,49,UTAH
292,1798.824212,469.0288373,69984,69984,0,0,0,0,0,0,12.0443459,9,66.76779384,33.02562055,0,0,305,31,98,16,10.01207243,8.003216727,661.3304229,553.9214173,2.413614682,2.317662834,83,30,64,0,62,0,152,4,868,291,535,241,778,128,473,97,1710,419,1291,274,239,35,2,0,570139,57,WEBER
2008,2268.690639,931.3462067,111741,111741,0,0,0,0,0,0,6.029962547,3.01875,105.6622126,65.32745671,0,0,532,214,55,46,9.998464272,0,345.4471589,0,2.485231359,0,444,47,42,16,23,16,161,51,1088,273,428,129,1017,574,485,360,2147,863,1284,139,0,139,19,0,351103,35,SALT LAKE
1599,2205.344591,894.1914656,62357,62357,0,0,0,0,0,0,0,0,101.3550319,78.18409099,0,0,40,13,11,6,33.98955866,28.00737457,1180.724125,939.9183202,2.517535447,2.454094831,68,28,148,16,1,0,18,7,1272,631,1175,590,650,141,610,128,2070,788,1282,469,383,86,147,16,350694,35,SALT LAKE
2536,1642.217375,341.3936741,93988,93988,0,0,0,0,0,0,1.006491499,1.000614628,62.19266378,44.39227338,0,0,21,0,67,18,20.01821946,19.00078607,1099.144859,1005.865152,3.310677286,3.234293093,382,90,20,1,5,1,313,35,1162,273,400,130,377,3,356,3,1559,277,1282,332,311,21,15,0,490320,49,UTAH
1684,2047.861183,701.4619121,92545,92545,0,0,0,0,0,0,0,0,132.846697,76.47542447,0,0,79,31,57,38,55.01448576,43.98648767,1799.042567,1414.040267,2.357853954,2.325724124,178,103,6,2,2,0,766,143,1660,509,659,225,194,70,115,39,1860,581,1279,763,608,155,4,2,350779,35,SALT LAKE
2400,1806.940626,478.8504065,81720,81720,0,0,0,0,0,0,3.019474498,2.001229256,92.91932943,37.8487634,0,0,293,52,307,120,2.001821946,1.000413873,119.4620767,39.55502229,2.986551917,3.955502229,640,240,8,0,6,0,191,1,1203,365,65,4,498,73,205,21,1709,438,1271,40,10,30,2,0,490184,49,UTAH
1305,1546.462021,193.1567027,82805,82805,0,0,0,0,0,0,13.06491885,3.014981273,134.3681316,89.11661218,0,0,38,0,106,0,120.0289709,88.02510919,4106.180776,3032.369777,2.479577763,2.485548998,1,0,129,1,63,1,22,0,1104,12,975,12,46,0,8,0,1279,13,1266,1656,1220,436,66,0,350400,35,SALT LAKE
2980,4042.204167,2704.750615,33951,33951,0,0,0,0,0,0,0,0,237.1941108,174.7342175,0,0,622,382,112,46,27.0100567,18.01639752,1228.323606,760.8490065,2.798003658,2.605647283,1081,707,21,9,18,9,1526,1070,3117,2115,398,292,640,388,18,6,3778,2512,1266,439,292,147,3,0,490764,49,UTAH
1272,1802.053699,457.8766536,63303,63303,0,0,0,0,0,0,0,0,122.0463248,45.88340979,0,0,114,64,7,4,28.00737457,21.99324384,879.3029106,642.3615881,2.254622848,2.106103567,50,10,50,34,17,8,576,52,1237,251,604,185,365,105,251,41,1652,390,1262,390,305,85,33,26,350367,35,SALT LAKE
3008,4794.859753,3466.237277,37024,37024,0,0,0,0,0,0,0,0,244.8321798,193.2290823,0,0,430,178,188,98,37.02757307,22.00819435,1663.624811,980.8518174,2.722790198,2.6653582,1123,565,650,624,16,11,1980,1664,3408,2425,117,98,455,202,25,24,4513,3251,1262,611,368,243,634,613,490792,49,UTAH
2482,1510.735542,83.86898582,70166,70166,0,0,0,0,0,0,1.006491499,1.000614628,199.7066936,34.84377492,0,0,4,0,38,8,30.02235655,27.02459627,1494.855176,1397.755773,3.007756893,3.11304181,223,7,8,0,3,0,156,1,706,21,289,5,566,0,562,0,1280,21,1259,497,449,48,5,0,490266,49,UTAH
2509,1986.943944,384.8346697,93988,93988,0,0,0,0,0,0,5.032457496,5.003073141,414.8737377,79.7696504,0,0,26,0,45,9,76.03774834,68.06194617,3187.881575,2811.506276,2.56054745,2.512516779,251,8,89,1,4,0,347,39,1018,166,375,110,384,65,358,65,1491,232,1259,1245,1119,126,85,1,490293,49,UTAH
861,1393.815048,103.8671089,86612,86612,0,0,0,0,0,0,5.986735446,3.002217295,71.80689186,47.88414519,0,0,113,0,85,0,36.02142092,26.98074638,2259.987733,1599.236509,2.68088699,2.57111979,8,0,290,7,8,0,216,6,528,16,219,10,462,3,349,3,1280,26,1254,843,622,221,282,7,110280,11,DAVIS
1503,1553.918929,265.6704773,106978,106978,0,0,0,0,0,0,0,0,104.9020725,75.67800238,0,0,180,46,22,6,64.01685615,48.99247493,2131.615332,1628.635427,2.405886379,2.423564623,166,15,1,0,1,0,180,15,537,92,169,56,847,49,667,3,1385,141,1244,886,672,214,0,0,350598,35,SALT LAKE
2551,1941.124553,639.3918879,107045,107045,0,0,0,0,0,0,3.019474498,3.001843884,140.0640848,80.38822369,0,0,361,36,95,56,45.04099379,44.00182036,2197.310185,2112.878519,2.993610607,2.914315198,523,139,23,9,4,0,199,65,1323,454,506,194,407,49,46,13,1753,512,1241,734,725,9,19,9,490335,49,UTAH
2661,2224.786382,942.6471636,100384,100384,648,648,0,0,1442,1442,2.012982998,2.001229256,98.76545187,58.63475609,0,0,66,33,244,154,16.00794702,15.01117827,845.2026925,827.4082582,3.28872643,3.283366104,314,102,111,66,87,52,639,240,1627,725,430,229,370,76,304,43,2108,867,1241,257,252,5,24,14,490445,49,UTAH
1155,1581.52312,273.9647204,46301,46301,0,0,0,0,0,0,0,0,107.5142748,41.95844341,0,0,118,13,0,0,31.00884528,26.00627702,1005.36432,796.9192856,2.31650765,2.244843058,209,15,1,0,0,0,843,110,1270,193,218,68,172,13,54,0,1443,206,1237,434,355,79,1,0,350250,35,SALT LAKE
1442,1320.755967,18.17178835,35942,35942,0,0,0,0,0,0,0,0,61.74911896,17.17178835,0,0,77,0,17,0,24.00684796,0,762.8441409,0,2.347212741,0,2,0,327,0,21,0,188,0,711,1,504,1,197,0,120,0,1235,1,1234,325,0,325,306,0,350537,35,SALT LAKE
2867,2379.813623,1109.794092,52442,52442,0,0,0,0,0,0,0,0,144.7853154,116.7441626,0,0,70,51,96,62,76.02830774,67.04992962,3425.301261,2885.011241,2.733680177,2.637121793,522,37,14,4,3,0,675,198,1663,505,370,208,482,417,412,366,2159,926,1233,1253,1094,159,11,4,490651,49,UTAH
732,1746.39749,275.6436528,77899,77899,0,0,0,0,0,0,20.01478197,17.96020634,280.3719972,33.67011473,0,0,160,6,246,90,18.01071046,16.01333175,1235.481054,1089.140668,2.91387041,2.814316972,102,5,15,2,7,0,114,20,888,165,426,50,525,41,365,35,1428,208,1220,424,387,37,8,2,110151,11,DAVIS
808,1688.144479,405.1037132,55206,55206,0,0,0,0,0,0,0,0,133.1335339,78.1286716,0,0,87,37,97,2,46.01094456,34.9750416,2567.169441,1951.512068,2.374809843,2.388631662,279,55,11,0,2,0,165,20,947,130,406,53,551,162,464,125,1509,292,1217,1081,817,264,9,0,110227,11,DAVIS
1287,1810.100201,555.3601942,63303,63303,0,0,0,0,0,0,0,0,83.09820405,48.36142257,0,0,74,18,13,4,7.001997322,3.998771607,250.2091438,132.8059671,2.57947571,2.505772964,161,23,11,2,6,1,491,77,1342,406,677,302,367,95,293,77,1720,503,1217,97,53,44,5,1,350382,35,SALT LAKE
1534,2246.357284,964.1152463,38438,38438,0,0,0,0,0,0,0,0,189.3199056,141.0865382,0,0,6,0,39,12,131.0373785,109.0287081,4286.569018,3364.330715,2.376146906,2.245881652,5,0,417,191,140,42,209,75,1406,519,1153,432,103,4,97,4,1926,714,1212,1804,1498,306,277,149,350629,35,SALT LAKE
1073,1451.114574,185.4454441,42543,42543,0,0,0,0,0,0,0,0,66.10915277,23.44491737,0,0,344,4,1,1,19.0054213,2.000526755,427.6972004,65.44170268,1.620065153,2.726737612,80,49,7,0,7,0,449,54,1014,155,484,51,345,5,1,1,1366,160,1206,264,24,240,0,0,350168,35,SALT LAKE
2289,2125.620127,838.3456053,81720,81720,0,0,0,0,0,0,6.038948995,6.003687769,127.5811777,42.34191753,0,0,932,481,711,299,0,0,0,0,0,0,84,2,14,0,4,0,191,0,1025,309,39,8,953,481,21,0,1992,790,1202,0,0,0,10,0,490073,49,UTAH
2059,1546.818098,313.3116927,105293,105293,0,0,0,0,0,0,0,0,76.81010904,48.30589855,0,0,165,3,55,15,28.00798929,24.00579418,1055.92535,877.7470917,2.742663247,2.635877152,755,194,38,0,9,0,125,5,1081,238,146,24,323,3,158,0,1442,241,1201,385,333,52,29,0,351154,35,SALT LAKE
714,1630.664503,386.9933031,92042,92042,641,641,0,0,0,0,4.008882309,2.986764706,136.6189581,94.99654556,0,0,14,0,202,63,44.0366623,42.00999286,2806.319728,2675.941519,2.706190673,2.705704266,38,1,45,35,8,2,304,12,1163,202,619,126,238,10,224,10,1446,247,1199,1037,989,48,37,33,110133,11,DAVIS
2388,1948.19669,657.2313868,81720,81720,0,0,0,0,0,0,6.038948995,6.003687769,156.1559189,64.22769907,0,0,63,0,492,221,2.001821946,0,90.28518174,12.11403459,3.113282129,3.028508647,489,150,26,0,26,0,410,207,1619,587,228,9,139,0,76,0,1784,587,1197,29,4,25,0,0,490172,49,UTAH
1964,3045.722986,1769.159381,111741,111741,0,0,0,0,0,0,0,0,182.722701,102.1596883,0,0,4,0,277,169,1.000285332,0.999692902,46.55681075,23.08313674,2.909800672,2.564792972,1,0,748,200,409,19,375,206,2017,1460,1364,1085,97,6,93,6,2862,1666,1196,16,9,7,339,181,351059,35,SALT LAKE
3134,2348.341875,1082.794016,51304,51304,0,0,0,0,0,0,5.032457496,5.003073141,125.3094179,55.7909429,0,0,38,0,336,157,0,0,0,0,0,0,1,0,592,328,425,293,630,196,1343,544,376,191,283,150,245,150,2218,1022,1196,0,0,0,167,35,490918,49,UTAH
1106,2175.991454,952.111397,69745,69745,0,0,0,0,0,0,0,0,95.99145413,67.11139697,0,0,2,0,84,43,0,0,1,1,1,1,0,0,1025,731,190,153,16,6,290,117,190,68,765,37,763,37,2080,885,1195,1,1,0,835,578,350201,35,SALT LAKE
2352,1608.283646,357.012229,81720,81720,0,0,0,0,0,0,5.032457496,5.003073141,100.2452268,40.00667258,0,0,1,0,280,94,8.005961745,6.002483238,439.3371906,300.1392467,3.353719012,3.001392467,370,0,45,0,11,0,188,2,1138,181,300,85,312,125,311,125,1495,306,1189,131,100,31,34,0,490136,49,UTAH
3142,2115.298615,759.2170663,58032,58032,0,0,0,0,0,0,4.019753086,3.019474498,251.2503046,95.14475539,0,0,112,12,435,192,69.02855724,58.05283644,3079.531777,2587.022787,2.732503795,2.726051409,27,0,508,217,463,213,389,80,1102,372,251,100,181,14,69,2,1791,603,1188,1127,949,178,45,4,490926,49,UTAH
1690,3050.870027,1845.339811,66454,66454,0,0,0,0,0,0,0,0,180.8544882,164.3492882,0,0,55,19,149,86,59.01553927,53.99052257,1992.45205,1824.494325,2.456784279,2.468869181,461,158,34,6,26,4,522,252,2293,1366,1161,870,484,255,429,236,2811,1627,1184,811,739,72,8,2,350785,35,SALT LAKE
2770,3306.165306,2084.682833,83312,83312,0,0,0,0,0,0,9.058423493,9.005531653,157.1068825,118.6773018,0,0,14,4,317,248,0,0,0,0,0,0,41,4,364,228,131,65,1416,868,2425,1521,651,401,351,208,337,204,3140,1957,1183,0,0,0,233,163,490554,49,UTAH
1660,6746.449313,5521.489426,84106,84106,0,0,0,0,0,0,0,0,347.4487867,299.4897333,0,0,994,874,199,185,2.000526755,0.999692902,63.44418111,35.42663247,2.114806037,1.968146248,534,270,22,3,16,3,352,231,2174,1587,1089,901,4201,3631,3207,2757,6397,5221,1176,30,18,12,6,0,350755,35,SALT LAKE
1700,4310.562306,2965.570433,149495,149495,0,0,0,0,0,0,0,0,351.5623057,182.5704335,0,0,747,367,182,174,0,0,0,0,0,0,175,52,3,1,3,1,1156,815,3179,2398,1666,1357,777,384,30,17,3959,2783,1176,0,0,0,0,0,350795,35,SALT LAKE
660,2258.442146,1051.080135,53532,53532,0,0,2016,2016,0,0,0,0,170.4135845,143.0850103,0,0,41,7,264,221,48.02856123,40.99512427,2693.126259,2185.825012,2.408878586,2.293625406,1009,423,6,1,1,0,80,28,1594,798,241,126,440,68,399,61,2040,867,1173,1118,953,165,5,1,110079,11,DAVIS
252,2547.949641,1330.791718,90010,90010,0,0,0,0,0,0,15.11127596,15,108.82146,71.78749193,0,0,302,159,489,181,12.01690481,3.004226202,767.9323145,237.5357548,2.278730904,2.399351058,14,6,978,543,917,528,100,62,1019,503,416,254,415,195,113,36,2412,1241,1171,337,99,238,61,15,570099,57,WEBER
1078,3479.480342,2236.159561,50921,50921,0,0,0,0,0,0,0,0,194.4811103,122.1598684,0,0,799,335,17,14,4.999232136,0.999692902,180.6736255,18.9131467,2.656965081,2.364143337,59,21,0,0,0,0,1839,1245,2452,1767,537,487,828,346,29,11,3280,2113,1167,68,8,60,0,0,350173,35,SALT LAKE
1740,1555.513579,340.2331494,67567,67567,0,0,0,0,0,0,0,0,99.49874176,54.24696883,0,0,4,0,23,13,52.01483725,44.98618057,1930.698737,1672.987748,2.677806848,2.694022138,11,0,332,46,91,26,344,5,713,78,335,60,359,117,355,117,1404,241,1163,721,621,100,241,20,350835,35,SALT LAKE
1862,2608.737355,1395.578928,32464,32464,0,0,0,0,0,0,0,0,155.7448798,113.5692709,0,0,111,37,16,10,48.99247493,40.00965696,1644.786963,1334.622409,2.440336741,2.444363387,10,2,110,82,14,10,430,71,1929,1032,1473,949,365,128,254,91,2404,1242,1162,674,546,128,96,72,350957,35,SALT LAKE
3079,2763.794311,1552.230422,55124,55124,0,0,0,0,0,0,2.009876543,1.000614628,126.7725114,88.22732376,0,0,369,285,236,167,16.01192349,5.002483444,740.7474275,191.397529,2.795273311,2.586453094,32,22,110,2,106,2,352,5,1426,734,806,540,1083,722,714,437,2619,1458,1161,265,74,191,4,0,490863,49,UTAH
2757,2998.006757,1780.99011,60581,60581,0,0,0,0,0,0,2.012982998,2.001229256,154.993774,96.98888116,0,0,87,53,127,88,0,0,0,0,0,0,107,40,234,152,211,152,1576,1148,2227,1430,417,154,380,100,293,47,2841,1682,1159,0,0,0,23,0,490541,49,UTAH
3054,2132.930936,862.2432177,75945,75945,0,0,0,0,0,0,3.019474498,3.001843884,156.9114618,44.24137381,0,0,35,0,398,140,0,0,1,1,1,1,9,0,136,94,73,40,467,131,1555,603,681,332,282,118,247,118,1973,815,1158,1,1,0,63,54,490838,49,UTAH
3340,2058.290967,874.8743412,56564,56564,0,0,0,0,0,0,4.019753086,3.019474498,93.26417817,64.85039646,0,0,24,2,243,139,17.00703584,9.004470199,732.762332,412.1139798,2.703920044,2.747426532,16,5,564,153,254,106,515,361,1214,612,440,107,166,33,142,31,1944,798,1146,271,150,121,310,47,491124,49,UTAH
595,2065.513788,871.4582433,89302,89302,877,877,0,0,1342,1342,3.002217295,0.995588235,139.5022916,93.45480352,0,0,101,10,216,190,39.00927909,33.00785153,2476.994412,2171.624356,2.707097718,2.76288086,761,23,96,75,2,0,130,69,1488,566,381,284,300,103,199,93,1884,744,1140,915,786,129,94,75,110014,11,DAVIS
1714,3659.81961,2473.332233,79063,79063,0,0,0,0,0,0,14.0875,11.06183635,265.6933939,235.290515,0,0,11,0,283,163,147.0387165,130.979882,5299.501528,4677.271647,2.618330794,2.582701075,6,0,114,11,68,7,570,164,3095,2084,2236,1757,24,1,13,1,3233,2096,1137,2024,1811,213,46,4,350809,35,SALT LAKE
450,1794.406369,426.0602546,60702,60702,0,0,0,0,0,0,4.011816839,1,283.3945518,55.01799261,0,0,19,0,339,55,38,30.04226202,2542.556012,2022.138117,2.332620194,2.373401546,5,0,954,262,323,32,24,2,492,78,124,21,23,0,4,0,1469,340,1129,1090,852,238,631,230,570297,57,WEBER
1809,1562.741212,360.7057986,37668,37668,0,0,0,0,0,0,0,0,162.7124823,96.72284514,0,0,7,0,30,2,119.0287295,110.9829534,3808.898086,3468.894065,2.311224567,2.270218629,23,3,477,34,284,5,92,3,784,118,639,110,20,1,13,1,1281,153,1128,1648,1528,120,193,29,350904,35,SALT LAKE
448,1746.941565,551.955343,60702,60702,0,0,0,0,0,0,1.00295421,0,129.8977577,62.92294207,0,0,46,15,142,42,29.04085329,23.03240089,1817.600414,1413.925932,2.189880017,2.139071002,7,0,585,223,57,31,232,0,673,204,292,162,329,39,283,24,1587,466,1121,830,661,169,528,192,570295,57,WEBER
978,18669.34461,17535.08639,56502,56502,0,0,0,0,0,0,0,0,958.3446079,940.0863934,0,0,570,553,3144,3099,0,0,0,0,0,0,2,0,4499,4304,3143,2987,4019,3520,12425,11555,5260,4936,787,736,217,183,17711,16595,1116,0,0,0,1356,1317,350073,35,SALT LAKE
3382,1328.510849,146.9281237,105921,105921,0,0,0,0,0,0,1.006491499,1.000614628,102.4715629,38.91467903,0,0,6,0,58,11,36.03279503,31.01283006,1747.744181,1500.91222,2.927544692,2.937205909,37,0,90,0,49,0,404,2,643,40,144,27,456,36,450,36,1189,76,1113,597,511,86,41,0,491166,49,UTAH
889,1467.503966,320.7417342,69182,69182,0,0,0,0,0,0,0,0,55.5039664,16.74173419,0,0,12,1,229,5,0,0,0,0,0,0,2,0,655,264,112,55,129,9,704,39,344,25,53,1,41,0,1412,304,1108,0,0,0,543,209,110308,11,DAVIS
1449,1581.787632,423.3148212,35942,35942,0,0,0,0,0,0,0,0,74.79085671,37.31482122,0,0,97,13,75,10,20.99677497,0,719.9751897,0,2.517395768,0,58,11,78,2,46,2,414,36,1220,332,673,275,188,52,91,39,1486,386,1100,286,0,286,32,0,350544,35,SALT LAKE
2357,1373.792865,211.3474158,81720,81720,0,0,0,0,0,0,6.003687769,5.004611128,102.7842108,41.34251504,0,0,3,0,227,14,10.00496689,7.000289603,518.3787663,346.1800225,3.085587894,3.090893058,106,0,49,0,17,0,118,0,856,57,405,43,350,101,347,101,1255,158,1097,168,112,56,32,0,490141,49,UTAH
1274,1892.680054,753.1364599,59906,59906,0,0,0,0,0,0,0,0,107.6737771,72.14198769,0,0,238,120,45,7,26.00627702,17.99447223,695.7078735,500.6729891,1.94876155,1.971153501,68,21,11,0,10,0,599,109,1257,443,545,306,491,220,253,100,1759,663,1096,357,254,103,1,0,350369,35,SALT LAKE
289,1182.220219,47.68676154,71352,71352,0,0,0,0,0,0,4.029673591,3,42.18450942,6.686761536,0,0,43,0,80,5,5.006036217,2,353.6490965,152.3884345,2.455896503,2.539807242,5,0,45,1,40,0,192,3,507,35,230,27,579,0,536,0,1131,36,1095,144,60,84,5,1,570136,57,WEBER
1371,1865.103222,732.9087698,41116,41116,0,0,0,0,0,0,0,0,117.0838191,87.89452575,0,0,66,53,60,18,68.01940256,59.01424401,2270.959055,1947.779215,2.415913888,2.40763809,4,0,25,11,12,7,310,73,1101,411,727,320,554,164,488,111,1680,586,1094,940,809,131,13,4,350466,35,SALT LAKE
1480,3152.521548,1761.224832,33860,33860,0,0,0,0,0,0,0,0,396.5215477,93.22483179,0,0,6,0,29,16,0,0,0,0,0,0,14,2,1171,882,784,635,108,11,1110,552,959,523,475,234,469,234,2756,1668,1088,0,0,0,387,247,350575,35,SALT LAKE
3474,1238.738661,71.83637581,67754,67754,0,0,0,0,0,0,0,0,106.7225203,30.82333935,0,0,4,0,165,0,39.01614105,35.01303646,1983.290986,1750.376749,3.084433882,3.087084214,183,2,19,1,8,0,298,1,933,4,287,1,141,1,137,1,1093,6,1087,643,567,76,11,1,491258,49,UTAH
701,1563.350626,431.0220778,61800,61800,0,0,1868,1868,0,0,3.013353116,2.986764706,90.32846921,61.03757257,0,0,139,3,223,157,37.00880324,18.99774052,2140.915952,1117.050943,2.446761088,2.465896121,176,76,13,4,4,2,26,5,740,332,315,94,680,12,541,9,1433,348,1085,875,453,422,9,2,110120,11,DAVIS
1431,1219.590265,93.89346341,67420,67420,0,0,0,0,0,0,0,0,58.59026519,14.89346341,0,0,3,0,62,18,0,0,5.182629339,5.176526375,1.727543113,1.725508792,0,0,224,39,224,39,39,6,583,33,482,9,354,7,351,7,1161,79,1082,3,3,0,0,0,350526,35,SALT LAKE
3329,1326.391534,180.9333999,30043,30043,0,0,0,0,0,0,4.025965997,3.002766677,113.3342689,50.92918519,0,0,68,0,95,40,42.03129916,35.00144802,2016.55486,1557.999338,2.918313835,2.71428456,129,0,96,0,89,0,169,4,578,87,185,43,493,5,425,5,1167,92,1075,691,574,117,7,0,491113,49,UTAH
700,1886.98325,556.2947352,60401,60401,0,0,0,0,1107,1107,0,0,323.9732573,77.28783537,0,0,379,278,74,7,42.00999286,29.00689983,2096.678845,1388.833701,2.119998833,2.045410457,213,8,4,1,3,1,82,28,806,108,437,65,711,341,332,63,1521,450,1071,989,679,310,1,0,110119,11,DAVIS
1091,1505.974146,384.383897,56384,56384,0,0,0,0,0,0,0,0,105.9834475,58.39111496,0,0,165,28,4,2,52.99069808,46.99278208,1703.3195,1498.869508,2.342942917,2.302410918,491,56,7,1,2,0,487,134,1137,237,155,45,203,41,38,13,1347,279,1068,727,651,76,5,1,350186,35,SALT LAKE
1531,1773.670983,669.303612,117068,117068,0,0,0,0,0,0,0,0,124.6514279,98.28570234,0,0,176,52,188,24,81.01955534,68.01790966,2674.620114,2198.427266,2.394467425,2.346240412,46,10,27,2,19,0,243,80,1134,319,657,205,407,182,231,130,1568,503,1065,1117,937,180,8,2,350626,35,SALT LAKE
2523,1806.831694,718.5411357,107045,107045,0,0,0,0,0,0,0,0,84.80436461,62.51952441,0,0,572,280,59,15,30.02732919,29.02161133,1494.330422,1442.156362,2.994650143,2.998246075,362,117,13,4,7,0,167,34,938,289,350,123,741,334,169,54,1692,627,1065,499,481,18,6,4,490307,49,UTAH
2233,1265.591547,120.6761931,81720,81720,0,0,0,0,0,0,2.012982998,2.001229256,105.5785644,22.6749638,0,0,32,1,120,47,0,0,20.2902863,0,2.536285787,0,315,3,4,0,1,0,131,16,757,88,191,22,397,8,365,7,1158,96,1062,8,0,8,3,0,490017,49,UTAH
2346,1316.986391,128.1108423,81720,81720,0,0,0,0,0,0,3.019474498,2.006779661,140.9614509,17.10393848,0,0,225,6,252,52,6.005465839,3.000124116,278.3472572,145.7942521,2.869559353,3.313505729,158,6,22,2,16,0,353,24,915,97,152,15,230,7,5,1,1167,106,1061,97,44,53,6,2,490130,49,UTAH
1727,1946.244474,840.4799387,65595,65595,0,0,0,0,0,0,1.00625,1.004993758,130.2188217,92.4854754,0,0,118,66,165,119,68.01940256,59.98946953,2347.968369,2084.646611,2.484622613,2.499576273,5,1,60,34,34,16,61,7,1332,508,1101,381,355,145,237,79,1747,687,1060,945,834,111,26,18,350822,35,SALT LAKE
3124,1225.514699,93.14615976,113111,113111,0,0,0,0,0,0,0,0,105.5130443,36.12877565,0,0,16,0,60,3,40.00165488,35.01738411,1961.999117,1694.599097,3.01846018,2.942012321,33,0,11,0,3,0,217,5,405,21,95,13,664,1,648,1,1080,22,1058,650,576,74,8,0,490908,49,UTAH
1830,3198.321331,2117.030522,57947,57947,0,0,0,0,0,0,0,0,148.3210457,123.0305216,0,0,130,42,33,2,1.000285332,0,23.99238555,7.907363721,2.999048194,1.581472744,61,14,9,4,9,4,954,646,2415,1906,1367,1244,625,84,495,42,3049,1994,1055,8,5,3,0,0,350925,35,SALT LAKE
